Date_Collected_yyyy-mm-dd,Sample_Frequency_Hrs,Filter_Tar_(B)_grams_(g),Filter_Sed_(A)_grams_(g),Sediment_grams_(g),Sediment_Calc_grams_(g),Sediment_Check_(Good/Bad)(±5%),Volume_Milliliters_(ml),Sedload_mg/l,Sedload_Calc_mg/l,Sedload_Check_(Good/Bad)(±5%),Nephelometric_Turbidity_Units_(NTU)
2000-05-22,6.0,0.0446,0.0526,0.008,0.008,True,420.0,19.0,19.05,True,3.1
2000-05-23,6.0,0.0759,0.0848,0.0089,0.008900000000000005,True,420.0,21.2,21.19,True,2.93
2000-05-24,6.0,0.4557,0.4616,0.0059,0.005900000000000016,True,420.0,14.0,14.05,True,1.21
2000-05-25,6.0,0.0349,0.038,0.0031,0.0030999999999999986,True,360.0,8.61,8.611,True,2.55
2000-05-25,6.0,0.4502,0.4535,0.0033,0.003300000000000025,True,420.0,7.86,7.857,True,1.61
2000-05-26,6.0,0.0798,0.0838,0.004,0.0040000000000000036,True,420.0,9.52,9.524,True,1.65
2000-05-27,6.0,0.0732,0.0767,0.0035,0.003500000000000003,True,420.0,8.33,8.333,True,1.19
2000-05-28,6.0,0.0622,0.0692,0.007,0.006999999999999999,True,420.0,16.7,16.67,True,4.41
2000-05-29,6.0,0.052,0.0579,0.0059,0.0059000000000000025,True,500.0,11.8,11.8,True,1.67
2000-05-30,6.0,0.485,0.4935,0.0085,0.008500000000000008,True,420.0,20.2,20.24,True,0.84
2000-05-31,6.0,0.0988,0.1037,0.0049,0.004900000000000002,True,420.0,11.7,11.67,True,1.01
2000-06-01,6.0,0.0739,0.0794,0.0055,0.005500000000000005,True,360.0,15.3,15.28,True,1.7
2000-06-02,6.0,0.0816,0.0837,0.0021,0.0020999999999999908,True,400.0,5.25,5.25,True,0.5
2000-06-02,6.0,0.4755,0.4787,0.0032,0.003200000000000036,True,360.0,8.89,8.889,True,3.61
2000-06-03,6.0,0.0839,0.0871,0.0032,0.0031999999999999945,True,400.0,8.0,8.0,True,0.6
2000-06-04,6.0,0.0816,0.0882,0.0066,0.006599999999999995,True,400.0,16.5,16.5,True,0.5
2000-06-05,6.0,0.0824,0.0873,0.0049,0.004900000000000002,True,400.0,12.2,12.25,True,0.8
2000-06-06,6.0,0.0832,0.0874,0.0042,0.004200000000000009,True,400.0,10.5,10.5,True,2.7
2000-06-07,6.0,0.0854,0.0885,0.0031,0.0030999999999999917,True,400.0,7.75,7.75,True,0.6
2000-06-08,6.0,0.0849,0.088,0.0031,0.0030999999999999917,True,405.0,7.65,7.654,True,0.6
2000-06-09,6.0,0.0833,0.0865,0.0032,0.0031999999999999945,True,405.0,7.9,7.901,True,0.5
2000-06-10,6.0,0.0836,0.0862,0.0026,0.002600000000000005,True,410.0,6.34,6.341,True,0.7
2000-06-11,6.0,0.0849,0.0871,0.0022,0.0021999999999999936,True,415.0,5.3,5.301,True,2.0
2000-06-12,6.0,0.0865,0.0884,0.0019,0.0019000000000000128,True,415.0,4.58,4.578,True,0.6
2000-06-13,6.0,0.0827,0.0853,0.0026,0.002600000000000005,True,415.0,6.27,6.265,True,0.7
2000-06-13,6.0,0.0822,0.0842,0.002,0.0020000000000000018,True,315.0,6.35,6.349,True,0.5
2000-06-14,6.0,0.0863,0.0883,0.002,0.0020000000000000018,True,315.0,6.35,6.349,True,0.6
2000-06-15,6.0,0.0805,0.0864,0.0059,0.0059000000000000025,True,340.0,17.4,17.35,True,0.8
2000-06-16,6.0,0.0805,0.0817,0.0012,0.0011999999999999927,True,345.0,3.48,3.478,True,0.4
2000-06-17,6.0,0.0869,0.0881,0.0012,0.0011999999999999927,True,345.0,3.48,3.478,True,0.5
2000-06-18,6.0,0.0859,0.0874,0.0015,0.0015000000000000013,True,350.0,4.29,4.286,True,0.4
2000-06-19,6.0,0.0876,0.0887,0.0011,0.0011000000000000038,True,345.0,3.19,3.188,True,0.2
2000-06-20,6.0,0.0848,0.0863,0.0015,0.0015000000000000013,True,350.0,4.29,4.286,True,0.3
2000-06-21,6.0,0.0868,0.0875,0.0007,0.0006999999999999923,True,350.0,2.0,2.0,True,0.4
2000-06-22,6.0,0.0864,0.0933,0.0069,0.0068999999999999895,True,350.0,19.7,19.71,True,1.5
2000-06-23,6.0,0.0857,0.0872,0.0015,0.0015000000000000013,True,345.0,4.35,4.348,True,0.5
2000-06-23,6.0,0.0829,0.0843,0.0014,0.0013999999999999985,True,335.0,4.18,4.179,True,0.5
2000-06-23,6.0,0.0859,0.0874,0.0015,0.0015000000000000013,True,70.0,21.4,21.43,True,0.5
2000-06-24,6.0,0.0866,0.0885,0.0019,0.001899999999999999,True,345.0,5.51,5.507,True,0.5
2000-06-25,6.0,0.0836,0.0869,0.0033,0.0033000000000000113,True,315.0,10.5,10.48,True,0.7
2000-06-26,6.0,0.0828,0.0866,0.0038,0.003799999999999998,True,340.0,11.2,11.18,True,0.5
2000-06-27,6.0,0.0817,0.0827,0.001,0.0010000000000000009,True,315.0,3.17,3.175,True,0.8
2000-06-28,6.0,0.0826,0.0843,0.0017,0.0016999999999999932,True,315.0,5.4,5.397,True,0.7
2000-06-29,6.0,0.0816,0.0825,0.0009,0.000899999999999998,True,315.0,2.86,2.857,True,0.6
2000-06-30,6.0,0.0806,0.0816,0.001,0.0010000000000000009,True,310.0,3.23,3.226,True,0.7
2000-07-01,6.0,0.0814,0.0824,0.001,0.0010000000000000009,True,315.0,3.17,3.175,True,0.8
2000-07-12,6.0,0.0822,0.0847,0.0025,0.0025000000000000022,True,940.0,2.65,2.66,True,1.74
2000-10-02,6.0,0.0809,0.085,0.0041,0.004100000000000006,True,740.0,5.54,5.541,True,1.72
2001-04-09,6.0,0.0871,0.0891,0.002,0.0020000000000000018,True,355.0,5.63,5.634,True,0.7
2001-04-10,6.0,0.0873,0.0887,0.0014,0.0013999999999999985,True,380.0,3.68,3.684,True,0.4
2001-04-11,6.0,0.0866,0.0876,0.001,0.0010000000000000009,True,370.0,2.7,2.703,True,0.4
2001-04-12,6.0,0.0868,0.0877,0.0009,0.000899999999999998,True,375.0,2.4,2.4,True,0.6
2001-04-13,6.0,0.0871,0.088,0.0009,0.000899999999999998,True,375.0,2.4,2.4,True,0.4
2001-04-14,6.0,0.0878,0.0894,0.0016,0.0015999999999999903,True,270.0,5.93,5.926,True,0.6
2001-04-15,6.0,0.0863,0.0871,0.0008,0.0007999999999999952,True,350.0,2.29,2.286,True,0.7
2001-04-16,6.0,0.0871,0.0886,0.0015,0.0015000000000000013,True,335.0,4.48,4.478,True,0.6
2001-04-17,6.0,0.086,0.087,0.001,0.0010000000000000009,True,350.0,2.86,2.857,True,0.6
2001-04-18,6.0,0.0827,0.0851,0.0024,0.0023999999999999994,True,870.0,2.75,2.759,True,1.61
2001-04-18,6.0,0.0866,0.088,0.0014,0.0013999999999999985,True,360.0,3.89,3.889,True,0.8
2001-04-18,6.0,0.0867,0.0884,0.0017,0.001700000000000007,True,360.0,4.72,4.722,True,0.8
2001-04-19,6.0,0.0862,0.0894,0.0032,0.0031999999999999945,True,355.0,9.01,9.014,True,1.0
2001-04-20,6.0,0.0872,0.0885,0.0013,0.0012999999999999956,True,365.0,3.56,3.562,True,1.0
2001-04-21,6.0,0.087,0.0885,0.0015,0.0015000000000000013,True,360.0,4.17,4.167,True,0.7
2001-04-22,6.0,0.0873,0.088,0.0007,0.0006999999999999923,True,355.0,1.97,1.972,True,0.3
2001-04-23,6.0,0.0878,0.0883,0.0005,0.0005000000000000004,True,345.0,1.45,1.449,True,0.4
2001-04-24,6.0,0.0868,0.0902,0.0034,0.0034000000000000002,True,350.0,9.71,9.714,True,0.65
2001-04-25,6.0,0.0872,0.0936,0.0064,0.006400000000000003,True,350.0,18.3,18.29,True,2.0
2001-04-26,6.0,0.0874,0.0969,0.0095,0.009499999999999995,True,365.0,26.0,26.03,True,2.5
2001-04-27,6.0,0.088,0.0994,0.0114,0.011400000000000007,True,380.0,30.0,30.0,True,2.0
2001-04-28,6.0,0.0872,0.096,0.0088,0.008800000000000002,True,375.0,23.5,23.47,True,2.5
2001-04-29,6.0,0.0876,0.0916,0.004,0.0040000000000000036,True,360.0,11.1,11.11,True,1.3
2001-04-30,6.0,0.0865,0.0932,0.0067,0.0067000000000000115,True,355.0,18.9,18.87,True,1.8
2001-05-01,6.0,0.0868,0.0911,0.0043,0.004299999999999998,True,365.0,11.8,11.78,True,1.5
2001-05-02,6.0,0.0863,0.0887,0.0024,0.0023999999999999994,True,375.0,6.4,6.4,True,1.0
2001-05-03,6.0,0.0828,0.0867,0.0039,0.0039000000000000007,True,1060.0,3.68,3.679,True,2.06
2001-05-03,6.0,0.0857,0.0876,0.0019,0.001899999999999999,True,370.0,5.14,5.135,True,0.8
2001-05-03,6.0,0.0871,0.0895,0.0024,0.0023999999999999994,True,375.0,6.4,6.4,True,0.8
2001-05-04,6.0,0.0861,0.0922,0.0061,0.006100000000000008,True,355.0,17.2,17.18,True,1.2
2001-05-05,6.0,0.0873,0.093,0.0057,0.005699999999999997,True,355.0,16.1,16.06,True,1.0
2001-05-06,6.0,0.0867,0.0917,0.005,0.0050000000000000044,True,360.0,13.9,13.89,True,0.7
2001-05-07,6.0,0.0884,0.0934,0.005,0.0049999999999999906,True,360.0,13.9,13.89,True,0.6
2001-05-07,6.0,0.086,0.0913,0.0053,0.005300000000000013,True,365.0,14.5,14.52,True,0.8
2001-05-08,6.0,0.0848,0.0885,0.0037,0.003699999999999995,True,1130.0,3.27,3.274,True,1.66
2001-05-08,6.0,0.0864,0.093,0.0064,0.006599999999999995,True,375.0,17.1,17.6,True,1.0
2001-05-09,6.0,0.0869,0.0948,0.0079,0.00789999999999999,True,370.0,21.4,21.35,True,1.0
2001-05-10,6.0,0.0865,0.0932,0.0067,0.0067000000000000115,True,370.0,18.1,18.11,True,1.0
2001-05-11,6.0,0.0873,0.0953,0.008,0.007999999999999993,True,370.0,21.6,21.62,True,1.2
2001-05-12,6.0,0.0877,0.0996,0.0119,0.011899999999999994,True,370.0,32.2,32.16,True,1.5
2001-05-13,6.0,0.0867,0.0978,0.0111,0.011099999999999999,True,365.0,30.4,30.41,True,1.6
2001-05-14,6.0,0.0857,0.0946,0.0089,0.008900000000000005,True,370.0,24.1,24.05,True,1.3
2001-05-15,6.0,0.0858,0.1069,0.0211,0.021099999999999994,True,415.0,50.8,50.84,True,1.7
2001-05-16,6.0,0.0869,0.0984,0.0117,0.011499999999999996,True,395.0,29.6,29.11,True,0.6
2001-05-17,6.0,0.0834,0.0899,0.0065,0.006499999999999992,True,830.0,7.83,7.831,True,2.45
2001-05-17,6.0,0.0865,0.0949,0.0084,0.008400000000000005,True,385.0,21.8,21.82,True,1.0
2001-05-17,6.0,0.0858,0.0953,0.0095,0.009499999999999995,True,405.0,23.5,23.46,True,0.8
2001-05-18,6.0,0.0872,0.0951,0.0079,0.007900000000000004,True,430.0,18.4,18.37,True,0.9
2001-05-19,6.0,0.0862,0.0967,0.0105,0.010499999999999995,True,420.0,25.0,25.0,True,0.7
2001-05-20,6.0,0.087,0.0931,0.0061,0.006100000000000008,True,405.0,15.1,15.06,True,0.9
2001-05-21,6.0,0.0881,0.095,0.0069,0.006900000000000003,True,410.0,16.8,16.83,True,0.7
2001-05-22,6.0,0.0835,0.0877,0.0042,0.004199999999999995,True,1100.0,3.81,3.818,True,1.37
2001-05-22,6.0,0.087,0.0918,0.0048,0.004800000000000013,True,375.0,12.8,12.8,True,0.6
2001-05-22,6.0,0.0866,0.0942,0.0076,0.0076000000000000095,True,420.0,18.1,18.1,True,0.6
2001-05-23,6.0,0.0866,0.0954,0.0088,0.008800000000000002,True,400.0,22.0,22.0,True,2.2
2001-05-24,6.0,0.0879,0.0976,0.0097,0.0097,True,435.0,22.3,22.3,True,1.0
2001-05-25,6.0,0.0856,0.0967,0.0111,0.011099999999999999,True,425.0,26.1,26.12,True,0.8
2001-05-26,6.0,0.0874,0.1014,0.014,0.013999999999999999,True,450.0,31.1,31.11,True,1.0
2001-05-27,6.0,0.0867,0.0945,0.0078,0.007800000000000001,True,430.0,18.1,18.14,True,0.5
2001-05-28,6.0,0.0859,0.0927,0.0068,0.0068000000000000005,True,440.0,15.5,15.45,True,0.5
2001-05-31,6.0,0.0813,0.0908,0.0095,0.009500000000000008,True,700.0,13.57,13.57,True,1.85
2001-05-31,6.0,0.0898,0.0931,0.0033,0.0032999999999999974,True,360.0,9.17,9.167,True,1.0
2001-05-31,6.0,0.0865,0.0879,0.0014,0.0014000000000000123,True,190.0,7.37,7.368,True,0.7
2001-06-01,6.0,0.0897,0.0922,0.0025,0.0025000000000000022,True,365.0,6.85,6.849,True,0.5
2001-06-02,6.0,0.0851,0.0909,0.0058,0.0058,True,355.0,16.3,16.34,True,0.5
2001-06-03,6.0,0.0905,0.0919,0.0014,0.0013999999999999985,True,355.0,3.94,3.944,True,0.4
2001-06-04,6.0,0.0913,0.0925,0.0012,0.0011999999999999927,True,370.0,3.24,3.243,True,0.6
2001-06-05,6.0,0.091,0.0921,0.0011,0.0011000000000000038,True,370.0,2.97,2.973,True,0.4
2001-06-06,6.0,0.0909,0.0922,0.0013,0.0013000000000000095,True,380.0,3.42,3.421,True,0.5
2001-06-07,6.0,0.0906,0.0952,0.0046,0.004600000000000007,True,365.0,12.6,12.6,True,0.4
2001-06-08,6.0,0.0897,0.092,0.0023,0.0022999999999999965,True,365.0,6.3,6.301,True,0.4
2001-06-09,6.0,0.0901,0.0923,0.0022,0.0021999999999999936,True,385.0,5.71,5.714,True,0.6
2001-06-10,6.0,0.09,0.092,0.0022,0.0020000000000000018,False,390.0,5.13,5.128,True,0.5
2001-06-11,6.0,0.0905,0.0914,0.0009,0.000899999999999998,True,350.0,2.54,2.571,True,0.6
2001-06-12,6.0,0.092,0.0975,0.0055,0.005500000000000005,True,415.0,13.3,13.25,True,0.8
2001-06-13,6.0,0.0895,0.092,0.0025,0.0025000000000000022,True,395.0,6.33,6.329,True,0.5
2001-06-14,6.0,0.0903,0.0917,0.0014,0.0013999999999999985,True,390.0,3.59,3.59,True,0.4
2001-06-15,6.0,0.0903,0.0915,0.0012,0.0011999999999999927,True,375.0,3.2,3.2,True,0.4
2001-06-16,6.0,0.0905,0.0917,0.0012,0.0012000000000000066,True,355.0,3.38,3.38,True,0.5
2001-06-17,6.0,0.089,0.0903,0.0013,0.0013000000000000095,True,350.0,3.71,3.714,True,0.7
2001-06-18,6.0,0.0907,0.0922,0.0015,0.0015000000000000013,True,345.0,4.35,4.348,True,0.7
2001-06-19,6.0,0.091,0.0917,0.0007,0.0007000000000000062,True,385.0,1.82,1.818,True,0.4
2001-06-20,6.0,0.0913,0.0923,0.001,0.000999999999999987,True,360.0,2.78,2.778,True,0.6
2001-06-21,6.0,0.0824,0.0848,0.0024,0.0023999999999999994,True,1030.0,2.33,2.33,True,0.437
2001-06-21,6.0,0.00853,0.0885,0.0032,0.07997,False,260.0,12.3,307.6,False,5.07
2001-06-21,6.0,0.0902,0.0923,0.0021,0.0020999999999999908,True,325.0,6.46,6.462,True,0.4
2001-06-22,6.0,0.0836,0.0913,0.0077,0.007700000000000012,True,350.0,22.0,22.0,True,11.2
2001-06-23,6.0,0.0839,0.0958,0.0119,0.011899999999999994,True,360.0,33.1,33.06,True,14.6
2001-06-24,6.0,0.0841,0.0946,0.0105,0.01050000000000001,True,220.0,47.7,47.73,True,9.26
2001-06-25,6.0,0.0837,0.1182,0.0345,0.0345,True,320.0,108.0,107.8,True,44.5
2001-06-26,6.0,0.0883,0.0999,0.0116,0.0116,True,350.0,33.1,33.14,True,14.3
2001-06-27,6.0,0.0839,0.0918,0.0079,0.007900000000000004,True,360.0,21.9,21.94,True,8.09
2001-06-28,6.0,0.084,0.0968,0.0128,0.012799999999999992,True,340.0,37.6,37.65,True,13.1
2001-06-29,6.0,0.0849,0.0912,0.0063,0.0063,True,360.0,17.5,17.5,True,7.87
2001-06-30,6.0,0.0847,0.0885,0.0038,0.003799999999999998,True,270.0,14.1,14.07,True,4.37
2001-07-01,6.0,0.0844,0.0884,0.004,0.0040000000000000036,True,340.0,11.8,11.76,True,4.71
2001-07-02,6.0,0.0832,0.0878,0.0046,0.004600000000000007,True,350.0,13.1,13.14,True,6.22
2001-07-03,6.0,0.0866,0.0898,0.0032,0.0032000000000000084,True,370.0,8.65,8.649,True,3.42
2001-07-04,6.0,0.0821,0.0852,0.0031,0.0030999999999999917,True,380.0,8.16,8.158,True,3.56
2001-07-05,6.0,0.0837,0.0883,0.0046,0.004600000000000007,True,360.0,12.8,12.78,True,4.56
2001-07-06,6.0,0.0852,0.0897,0.0045,0.004500000000000004,True,380.0,11.8,11.84,True,3.48
2001-07-07,6.0,0.0834,0.0876,0.0042,0.004199999999999995,True,380.0,11.1,11.05,True,2.67
2001-07-08,6.0,0.0837,0.0896,0.0059,0.0059000000000000025,True,510.0,11.6,11.57,True,3.98
2001-07-09,6.0,0.0844,0.0931,0.0087,0.0087,True,520.0,16.7,16.73,True,6.58
2001-07-10,6.0,0.0835,0.0871,0.0036,0.003599999999999992,True,410.0,8.78,8.78,True,5.48
2001-07-11,6.0,0.0835,0.0906,0.0071,0.007099999999999995,True,400.0,17.8,17.75,True,9.19
2001-07-12,6.0,0.0828,0.0839,0.0011,0.0011000000000000038,True,800.0,1.37,1.375,True,0.742
2001-07-12,6.0,0.0839,0.093,0.0091,0.009099999999999997,True,320.0,28.4,28.44,True,2.38
2001-07-13,6.0,0.0854,0.0987,0.0133,0.013299999999999992,True,420.0,31.7,31.67,True,4.5
2001-07-14,6.0,0.0846,0.0939,0.0093,0.009300000000000003,True,420.0,22.1,22.14,True,3.4
2001-07-15,6.0,0.0842,0.0956,0.0114,0.011400000000000007,True,280.0,40.7,40.71,True,15.6
2001-07-16,6.0,0.0851,0.0887,0.0036,0.003600000000000006,True,420.0,8.57,8.571,True,3.1
2001-07-17,6.0,0.0822,0.0865,0.0043,0.004299999999999998,True,410.0,10.5,10.49,True,3.72
2001-07-18,6.0,0.0835,0.0865,0.003,0.002999999999999989,True,410.0,7.32,7.317,True,4.0
2001-09-05,6.0,0.0821,0.0831,0.001,0.000999999999999987,True,310.0,3.22,3.226,True,0.592
2001-11-26,6.0,0.0853,0.0867,0.0014,0.0013999999999999985,True,520.0,2.69,2.692,True,1.63
2002-04-10,,0.1626,0.1688,0.0062,0.006200000000000011,True,720.0,8.61,8.611,True,3.79
2002-04-10,6.0,0.08,0.0842,0.0042,0.004199999999999995,True,510.0,8.24,8.235,True,3.01
2002-04-11,6.0,0.0798,0.0837,0.0039,0.0039000000000000007,True,480.0,8.12,8.125,True,2.91
2002-04-12,6.0,0.0795,0.0841,0.0046,0.004599999999999993,True,480.0,9.58,9.583,True,2.7
2002-04-13,6.0,0.0812,0.087,0.0058,0.0058,True,480.0,12.1,12.08,True,15.9
2002-04-14,6.0,0.08,0.0882,0.027,0.008199999999999999,False,480.0,56.2,17.08,False,4.22
2002-04-15,6.0,0.0793,0.0845,0.0043,0.00520000000000001,False,490.0,8.78,10.61,False,
2002-04-16,6.0,0.0819,0.0865,0.0046,0.004599999999999993,True,490.0,9.39,9.388,True,
2002-04-17,6.0,0.0812,0.0846,0.0034,0.0034000000000000002,True,480.0,7.08,7.083,True,1.54
2002-04-18,6.0,0.081,0.0834,0.0024,0.0023999999999999994,True,480.0,5.0,5.0,True,1.23
2002-04-19,6.0,0.0812,0.0829,0.0017,0.001700000000000007,True,490.0,3.47,3.469,True,0.649
2002-04-20,6.0,0.0814,0.0839,0.0025,0.0025000000000000022,True,480.0,5.21,5.208,True,0.692
2002-04-21,6.0,0.0786,0.079,0.0004,0.0003999999999999976,True,490.0,0.816,0.8163,True,0.632
2002-04-22,6.0,0.0816,0.0829,0.0013,0.0012999999999999956,True,490.0,2.65,2.653,True,0.553
2002-04-23,6.0,0.08,0.082,0.002,0.0020000000000000018,True,480.0,4.17,4.167,True,1.49
2002-04-24,6.0,0.0812,0.0831,0.0019,0.001899999999999999,True,480.0,3.96,3.958,True,0.736
2002-04-25,6.0,0.0825,0.0841,0.0016,0.0015999999999999903,True,490.0,3.27,3.265,True,1.51
2002-04-26,6.0,0.0819,0.0834,0.0016,0.0015000000000000013,False,490.0,3.27,3.061,False,0.991
2002-05-01,,0.1609,0.1632,0.0023,0.0023000000000000242,True,610.0,3.77,3.77,True,1.28
2002-05-01,6.0,0.0782,0.0823,0.0041,0.0040999999999999925,True,540.0,7.59,7.593,True,1.81
2002-05-02,6.0,0.0802,0.084,0.0038,0.0038000000000000117,True,510.0,7.45,7.451,True,1.88
2002-05-03,6.0,0.0789,0.0833,0.0044,0.004400000000000001,True,520.0,8.46,8.462,True,0.794
2002-05-04,6.0,0.0793,0.0815,0.0027,0.0022000000000000075,False,510.0,5.29,4.314,False,0.893
2002-05-05,6.0,0.0812,0.0834,0.0022,0.0022000000000000075,True,510.0,4.31,4.314,True,1.37
2002-05-06,6.0,0.0809,0.0824,0.0015,0.0015000000000000013,True,510.0,2.94,2.941,True,1.29
2002-05-07,6.0,0.0799,0.0817,0.0018,0.001799999999999996,True,530.0,3.4,3.396,True,0.906
2002-05-08,6.0,0.0793,0.0812,0.0019,0.001899999999999999,True,510.0,3.73,3.725,True,0.53
2002-05-09,6.0,0.081,0.0823,0.0013,0.0012999999999999956,True,530.0,2.4,2.453,True,0.946
2002-05-10,6.0,0.0799,0.0809,0.001,0.0010000000000000009,True,520.0,1.92,1.923,True,1.2
2002-05-11,6.0,0.0796,0.0806,0.001,0.0010000000000000009,True,520.0,1.92,1.923,True,0.738
2002-05-12,6.0,0.0829,0.0833,0.0004,0.0003999999999999976,True,530.0,0.755,0.7547,True,1.19
2002-05-21,,0.1631,0.17270000000000002,0.0096,0.009600000000000025,True,920.0,10.4,10.43,True,2.97
2002-06-05,,0.0825,0.0868,0.0043,0.004299999999999998,True,620.0,6.94,6.935,True,1.46
2002-06-06,6.0,0.078,0.0807,0.0027,0.002699999999999994,True,420.0,6.43,6.429,True,1.66
2002-06-07,6.0,0.0848,0.0876,0.0028,0.002799999999999997,True,410.0,6.83,6.829,True,1.52
2002-06-08,6.0,0.0856,0.0881,0.0025,0.0025000000000000022,True,400.0,6.25,6.25,True,1.26
2002-06-09,6.0,0.0777,0.0811,0.0034,0.0034000000000000002,True,420.0,8.1,8.095,True,1.24
2002-06-10,6.0,0.0782,0.0815,0.0033,0.0032999999999999974,True,420.0,7.86,7.857,True,1.42
2002-06-11,6.0,0.0856,0.0879,0.0023,0.0023000000000000104,True,410.0,5.61,5.61,True,1.67
2002-06-12,6.0,0.0858,0.0888,0.003,0.0030000000000000027,True,380.0,7.89,7.895,True,1.61
2002-06-13,6.0,0.0773,0.0796,0.0023,0.0023000000000000104,True,410.0,5.61,5.61,True,1.53
2002-06-14,6.0,0.078,0.0811,0.0031,0.0031000000000000055,True,410.0,7.56,7.561,True,1.51
2002-06-15,6.0,0.0849,0.0894,0.0045,0.00449999999999999,True,420.0,10.7,10.71,True,2.12
2002-06-16,6.0,0.0857,0.0905,0.0048,0.004799999999999999,True,400.0,12.0,12.0,True,1.78
2002-06-17,6.0,0.0847,0.0902,0.0055,0.005500000000000005,True,410.0,13.4,13.41,True,2.34
2002-06-18,6.0,0.0769,0.083,0.0062,0.006100000000000008,True,420.0,14.8,14.52,True,2.92
2002-06-19,6.0,0.0781,0.0826,0.0045,0.004500000000000004,True,110.0,40.9,40.91,True,3.88
2002-06-22,6.0,0.0853,0.0904,0.0051,0.005099999999999993,True,400.0,12.8,12.75,True,1.22
2002-06-23,6.0,0.0857,0.0886,0.0029,0.0029,True,410.0,7.07,7.073,True,1.39
2002-06-24,6.0,0.0778,0.0825,0.0047,0.00470000000000001,True,390.0,12.1,12.05,True,2.24
2002-06-25,6.0,0.0865,0.0897,0.0032,0.0032000000000000084,True,390.0,8.21,8.205,True,2.2
2002-06-26,6.0,0.078,0.0805,0.0025,0.0025000000000000022,True,410.0,6.1,6.098,True,1.02
2002-06-27,,0.0813,0.0839,0.0026,0.002600000000000005,True,470.0,5.53,5.532,True,0.749
2002-06-27,6.0,0.0856,0.0874,0.0018,0.00180000000000001,True,300.0,6.0,6.0,True,1.11
2002-06-27,6.0,0.0845,0.086,0.0015,0.0014999999999999875,True,420.0,3.57,3.571,True,1.16
2002-06-28,6.0,0.0847,0.0878,0.0031,0.0031000000000000055,True,410.0,7.56,7.561,True,2.46
2002-06-29,6.0,0.0848,0.0879,0.0031,0.0031000000000000055,True,410.0,7.56,7.561,True,1.63
2002-06-30,6.0,0.0852,0.087,0.0018,0.001799999999999996,True,420.0,4.29,4.286,True,1.41
2002-07-01,6.0,0.085,0.0865,0.0015,0.0014999999999999875,True,410.0,3.66,3.659,True,1.04
2002-07-02,6.0,0.0849,0.0864,0.0015,0.0015000000000000013,True,410.0,3.66,3.659,True,1.07
2002-07-03,6.0,0.0851,0.0867,0.0016,0.0016000000000000042,True,410.0,3.9,3.902,True,1.11
2002-07-04,6.0,0.0841,0.0858,0.0017,0.001700000000000007,True,410.0,4.15,4.146,True,1.34
2002-07-05,6.0,0.0847,0.0858,0.0011,0.0011000000000000038,True,420.0,2.62,2.619,True,0.595
2002-07-06,6.0,0.0835,0.0853,0.0018,0.001799999999999996,True,410.0,4.39,4.39,True,0.972
2002-07-07,6.0,0.085,0.0862,0.0012,0.0011999999999999927,True,420.0,2.86,2.857,True,0.847
2002-07-08,6.0,0.0844,0.0859,0.0015,0.0015000000000000013,True,400.0,3.75,3.75,True,0.787
2002-07-09,6.0,0.084,0.0858,0.0018,0.001799999999999996,True,410.0,4.39,4.39,True,0.968
2002-07-10,6.0,0.0841,0.0853,0.0012,0.0012000000000000066,True,400.0,3.0,3.0,True,0.646
2002-07-11,6.0,0.085,0.0859,0.0009,0.000899999999999998,True,400.0,2.25,2.25,True,0.908
2002-07-12,6.0,0.0853,0.0861,0.0008,0.0007999999999999952,True,390.0,2.05,2.051,True,0.528
2002-07-13,6.0,0.0841,0.0855,0.0014,0.0014000000000000123,True,400.0,3.5,3.5,True,0.878
2002-07-14,6.0,0.0847,0.0859,0.0012,0.0012000000000000066,True,410.0,2.93,2.927,True,0.68
2002-07-15,6.0,0.0846,0.0859,0.0013,0.0013000000000000095,True,410.0,3.17,3.171,True,1.21
2002-07-16,6.0,0.0841,0.0852,0.0011,0.0011000000000000038,True,200.0,5.5,5.5,True,0.793
2002-07-30,,0.1613,0.1631,0.0018,0.001799999999999996,True,640.0,2.81,2.812,True,1.0310000000000001
2002-10-22,,0.0822,0.0893,0.0071,0.007100000000000009,True,610.0,11.6,11.64,True,0.0399
2003-03-31,6.0,0.0822,0.0828,0.0006,0.0006000000000000033,True,430.0,1.4,1.395,True,1.01
2003-04-01,,0.0823,0.089,0.0067,0.006699999999999998,True,510.0,13.1,13.14,True,2.11
2003-04-01,6.0,0.0818,0.084,0.0022,0.0022000000000000075,True,420.0,5.24,5.238,True,2.18
2003-04-02,6.0,0.0828,0.0829,0.0001,0.00010000000000000286,True,110.0,0.909,0.9091,True,2.68
2003-04-03,6.0,0.0821,0.0834,0.0013,0.0012999999999999956,True,420.0,3.1,3.095,True,1.57
2003-04-05,6.0,0.0822,0.0829,0.0007,0.0007000000000000062,True,210.0,3.33,3.333,True,1.21
2003-04-06,6.0,0.0826,0.0844,0.0018,0.001799999999999996,True,410.0,4.39,4.39,True,1.98
2003-04-07,6.0,0.0826,0.0835,0.0009,0.000899999999999998,True,410.0,2.2,2.195,True,1.25
2003-04-08,6.0,0.082,0.0827,0.0007,0.0006999999999999923,True,420.0,1.67,1.667,True,0.866
2003-04-09,6.0,0.0847,0.0851,0.0004,0.0003999999999999976,True,430.0,0.93,0.9302,True,1.06
